GENE	CHR	START	END
MTG1	chr10	135207598	135236024
SPRN	chr10	135234170	135238129
SCART1	chr10	135267432	135337062
CYP2E1	chr10	135333910	135374724
AL161645.2	chr10	135341026	135342661
SYCE1	chr10	135367405	135383339
FRG2B	chr10	135437399	135440299
BET1L	chr11	167784	207399
SCGB1C1	chr11	193078	194575
CIMAP1A	chr11	196761	200261
RIC8A	chr11	207499	215113
SIRT3	chr11	215028	236931
PSMD13	chr11	236966	252986
NLRP6	chr11	278407	285388
PGGHG	chr11	289095	296107
IFITM5	chr11	298200	299526
IFITM2	chr11	303655	309397
ENSG00000288681	chr11	308408	315272
IFITM1	chr11	310041	315273
IFITM3	chr11	319675	329475
B4GALNT4	chr11	369457	382117
PKP3	chr11	392614	404908
SIGIRR	chr11	405711	417473
ANO9	chr11	417921	442072
PTDSS2	chr11	448268	491399
RNH1	chr11	494510	507300
HRAS	chr11	532242	537343
LRRC56	chr11	536841	554925
LMNTD2	chr11	554850	560738
RASSF7	chr11	560207	564067
PHRF1	chr11	576170	612225
IRF7	chr11	612551	615983
CDHR5	chr11	616405	626078
SCT	chr11	626309	627181
DRD4	chr11	637269	640706
DEAF1	chr11	644224	707118
EPS8L2	chr11	694438	727729
TMEM80	chr11	695591	705028
TALDO1	chr11	747399	765035
GATD1	chr11	767220	777488
CEND1	chr11	787115	790113
SLC25A22	chr11	790474	798316
PANO1	chr11	797511	799190
PIDD1	chr11	799179	809753
RPLP2	chr11	799414	812884
ENSG00000293685	chr11	803398	804419
PNPLA2	chr11	818914	825573
CRACR2B	chr11	826144	831993
CD151	chr11	832705	839831
POLR2L	chr11	837356	842561
TSPAN4	chr11	840686	867120
CHID1	chr11	867331	915579
AP2A2	chr11	924881	1012245
MUC6	chr11	1012823	1036718
MUC2	chr11	1074875	1104416
MUC5AC	chr11	1151580	1222364
MUC5B	chr11	1244296	1283402
TOLLIP	chr11	1295601	1331488
BRSK2	chr11	1411129	1483919
MOB2	chr11	1490687	1522477
DUSP8	chr11	1575281	1594306
KRTAP5-1	chr11	1605572	1606513
KRTAP5-2	chr11	1618407	1619524
KRTAP5-3	chr11	1628795	1629693
KRTAP5-4	chr11	1642188	1643368
KRTAP5-5	chr11	1651005	1652160
KRTAP5-6	chr11	1718425	1718985
IFITM10	chr11	1753636	1771835
ENSG00000250644	chr11	1756051	1785184
CTSD	chr11	1773982	1785803
SYT8	chr11	1849537	1858751
TNNI2	chr11	1860211	1862910
LSP1	chr11	1872134	1913497
PRR33	chr11	1909308	1913125
TNNT3	chr11	1940686	1959941
MRPL23	chr11	1968508	2007605
IGF2	chr11	2150342	2179621
ENSG00000284779	chr11	2152625	2170833
INS-IGF2	chr11	2153768	2182439
INS	chr11	2181009	2182451
TH	chr11	2185159	2193198
ASCL2	chr11	2289728	2291818
C11orf21	chr11	2316858	2324410
TSPAN32	chr11	2323220	2339434
CD81	chr11	2397396	2419032
TSSC4	chr11	2421718	2425108
TRPM5	chr11	2425745	2465744
KCNQ1	chr11	2465884	2870335
CDKN1C	chr11	2904443	2907005
SLC67A1	chr11	2920948	2946477
PHLDA2	chr11	2949503	2950650
NAP1L4	chr11	2965659	3013616
CARS1	chr11	3022152	3078843
OSBPL5	chr11	3108337	3187969
MRGPRG	chr11	3239174	3240043
MRGPRE	chr11	3246260	3253647
ZNF195	chr11	3360491	3400452
ART5	chr11	3659733	3664417
ART1	chr11	3666345	3689778
CHRNA10	chr11	3686817	3692614
NUP98	chr11	3692313	3819022
PGAP2	chr11	3818954	3847601
RHOG	chr11	3848208	3862215
STIM1	chr11	3875757	4114440
RRM1	chr11	4115937	4160162
SSU72L5	chr11	4254447	4255517
SSU72L2	chr11	4262871	4263936
SSU72L4	chr11	4308314	4309415
SSU72L3	chr11	4351020	4352094
OR52B4	chr11	4388493	4389616
TRIM21	chr11	4406127	4414977
OR52K2	chr11	4470525	4471591
OR52K1	chr11	4503876	4514727
OR52M1	chr11	4566421	4567374
OR52I2	chr11	4602973	4614570
OR52I1	chr11	4615269	4616243
TRIM68	chr11	4619902	4629461
OR51D1	chr11	4658707	4664290
OR51E1	chr11	4664650	4676718
OR51E2	chr11	4701401	4719084
OR51C1	chr11	4711653	4719083
MMP26	chr11	4726014	5013661
OR51F1	chr11	4790209	4791168
OR52R1	chr11	4824663	4825610
OR51F2	chr11	4842551	4843686
OR51S1	chr11	4869467	4870438
OR51T1	chr11	4903049	4904113
OR51A7	chr11	4925013	4930692
OR51G2	chr11	4933818	4940580
OR51G1	chr11	4944604	4945569
OR51A4	chr11	4964061	4968835
OR51A2	chr11	4976002	4976943
OR51L1	chr11	5016081	5026766
OR52J3	chr11	5067756	5068691
OR52E2	chr11	5079880	5080857
OR52E1	chr11	5090802	5091727
OR52A5	chr11	5150006	5159586
OR52A1	chr11	5168054	5175987
OR51V1	chr11	5220965	5221912
HBB	chr11	5246694	5250625
HBD	chr11	5253908	5264887
HBG1	chr11	5269499	5271087
ENSG00000284931	chr11	5269500	5276013
HBG2	chr11	5274418	5526835
ENSG00000239920	chr11	5275622	5699664
HBE1	chr11	5289575	5526882
OR51B4	chr11	5322244	5323176
OR51B5	chr11	5324674	5526882
OR51B2	chr11	5344589	5345527
OR51B6	chr11	5372738	5373676
OR51M1	chr11	5405042	5414493
OR51Q1	chr11	5443341	5444436
OR51I1	chr11	5461800	5462744
OR51I2	chr11	5470553	5477748
OR52D1	chr11	5509915	5510979
UBQLN3	chr11	5528530	5531188
UBQLNL	chr11	5535623	5539661
OR52H1	chr11	5565719	5569770
OR52B6	chr11	5602107	5603114
TRIM6	chr11	5617339	5634188
TRIM6-TRIM34	chr11	5617955	5665628
TRIM34	chr11	5640994	5665628
TRIM5	chr11	5684425	5959849
TRIM22	chr11	5710840	5758319
OR52P1	chr11	5747732	5748694
OR56B1	chr11	5757678	5759753
OR52N4	chr11	5775473	5777188
OR56B2	chr11	5782383	5790310
OR52N5	chr11	5797395	5804585
OR52N1	chr11	5807701	5812495
OR52N2	chr11	5830141	5842722
OR52E6	chr11	5862158	5863182
OR52E8	chr11	5877979	5878920
OR52E4	chr11	5901859	5908309
OR52E5	chr11	5914438	5923960
OR56A3	chr11	5959981	5972577
OR56A5	chr11	5988783	5989724
OR52L1	chr11	6007122	6008215
OR56A4	chr11	6020675	6028176
OR56A1	chr11	6040566	6055568
OR56B4	chr11	6128914	6130065
OR52B2	chr11	6190585	6191556
OR52W1	chr11	6220454	6221416
C11orf42	chr11	6226787	6232365
FHIP1B	chr11	6232565	6255941
CNGA4	chr11	6255995	6266241
CCKBR	chr11	6281036	6293357
CAVIN3	chr11	6340176	6341776
SMPD1	chr11	6411644	6416228
APBB1	chr11	6416341	6440683
HPX	chr11	6452236	6463847
TRIM3	chr11	6469843	6495689
ARFIP2	chr11	6495913	6502709
ENSG00000283977	chr11	6502715	6530208
TIMM10B	chr11	6502726	6505913
DNHD1	chr11	6518490	6614988
RRP8	chr11	6616302	6624846
ILK	chr11	6624938	6632105
TAF10	chr11	6627524	6633770
TPP1	chr11	6633999	6640679
DCHS1	chr11	6642561	6677040
MRPL17	chr11	6701616	6704632
OR2AG2	chr11	6786857	6793207
OR2AG1	chr11	6804251	6812789
OR6A2	chr11	6812967	6820920
OR10A5	chr11	6866914	6867867
OR10A2	chr11	6884288	6895948
OR10A4	chr11	6897856	6898850
OR2D2	chr11	6912805	6913731
OR2D3	chr11	6942233	6943225
ZNF215	chr11	6947604	7022235
ZNF214	chr11	7017902	7041586
NLRP14	chr11	7041693	7093286
RBMXL2	chr11	7110229	7112379
SYT9	chr11	7260009	7490274
OLFML1	chr11	7506593	7534128
PPFIBP2	chr11	7534529	7678358
CYB5R2	chr11	7686328	7698453
OVCH2	chr11	7710668	7728024
OR5P2	chr11	7817521	7818489
OR5P3	chr11	7846365	7852387
OR10A6	chr11	7946139	7952815
OR10A3	chr11	7958718	7963255
NLRP10	chr11	7979084	7986994
EIF3F	chr11	7991798	8023409
TUB	chr11	8040791	8127790
RIC3	chr11	8127603	8190602
LMO1	chr11	8245856	8290299
STK33	chr11	8413411	8615839
TRIM66	chr11	8633584	8704241
RPL27A	chr11	8704279	8736306
DENND2B	chr11	8714890	8932498
AKIP1	chr11	8932660	8943953
C11orf16	chr11	8941623	8954553
ASCL3	chr11	8959125	8964563
TMEM9B	chr11	8968749	8986558
NRIP3	chr11	8987229	9026835
SCUBE2	chr11	9041023	9159661
DENND5A	chr11	9160372	9287506
TMEM41B	chr11	9302201	9336183
IPO7	chr11	9406173	9469674
ZNF143	chr11	9481866	9550549
WEE1	chr11	9595215	9615004
SWAP70	chr11	9685619	9774540
SBF2	chr11	9798323	10326424
ADM	chr11	10324939	10328944
AMPD3	chr11	10329709	10529424
RNF141	chr11	10533220	10562881
LYVE1	chr11	10578513	10633236
IRAG1	chr11	10594638	10715535
CTR9	chr11	10772565	10823172
EIF4G2	chr11	10818597	10830487
ZBED5	chr11	10833621	10880343
GALNT18	chr11	11292411	11643978
CSNK2A3	chr11	11373489	11374797
USP47	chr11	11862970	11983434
DKK3	chr11	11977754	12031495
MICAL2	chr11	12115555	12383687
PARVA	chr11	12399029	12556903
TEAD1	chr11	12695968	12966284
RASSF10	chr11	13030863	13033666
BMAL1	chr11	13298194	13409595
BTBD10	chr11	13409551	13485576
PTH	chr11	13513601	13517728
FAR1	chr11	13689009	13753914
SPON1	chr11	13984241	14289679
RRAS2	chr11	14299468	14386052
COPB1	chr11	14464903	14521573
ENSG00000256206	chr11	14515329	14541890
PSMA1	chr11	14525757	14665181
PDE3B	chr11	14665209	14896160
CYP2R1	chr11	14898986	14913793
CALCB	chr11	14926543	15103888
CALCA	chr11	14988168	14993900
INSC	chr11	15133970	15268754
SOX6	chr11	15987995	16761138
C11orf58	chr11	16634679	16779887
PLEKHA7	chr11	16798844	17035967
RPS13	chr11	17095932	17099274
PIK3C2A	chr11	17099277	17229533
NUCB2	chr11	17229619	17371527
NCR3LG1	chr11	17373347	17398888
KCNJ11	chr11	17386719	17410900
ABCC8	chr11	17414045	17498441
USH1C	chr11	17515442	17565963
OTOG	chr11	17568806	17668697
MYOD1	chr11	17741118	17743683
KCNC1	chr11	17756321	17878351
SERGEF	chr11	17809590	18034594
TPH1	chr11	18039102	18067816
SAAL1	chr11	18091482	18127655
MRGPRX3	chr11	18142502	18160035
MRGPRX4	chr11	18194384	18195827
SAA4	chr11	18252891	18258407
SAA2-SAA4	chr11	18252970	18270182
SAA2	chr11	18260770	18270215
SAA1	chr11	18287807	18291524
HPS5	chr11	18300215	18344070
GTF2H1	chr11	18343823	18388592
LDHA	chr11	18415894	18429972
LDHC	chr11	18433853	18473610
LDHAL6A	chr11	18477371	18501148
TSG101	chr11	18489883	18548512
UEVLD	chr11	18551154	18610294
MISFA	chr11	18610328	18631802
SPTY2D1	chr11	18627950	18656338
TMEM86A	chr11	18714669	18726332
IGSF22	chr11	18725859	18747777
PTPN5	chr11	18749475	18814268
MRGPRX1	chr11	18955046	18960961
MRGPRX2	chr11	19076002	19082264
ZDHHC13	chr11	19138646	19199259
CSRP3	chr11	19198066	19232118
E2F8	chr11	19245610	19263231
NAV2	chr11	19372271	20143147
DBX1	chr11	20177701	20182021
HTATIP2	chr11	20377456	20405328
PRMT3	chr11	20409095	20530896
SLC6A5	chr11	20621140	20680831
NELL1	chr11	20691097	21599257
ANO5	chr11	21804205	22305113
SLC17A6	chr11	22359927	22401049
FANCF	chr11	22644079	22647369
GAS2	chr11	22647055	22835349
SVIP	chr11	22835345	22851845
CCDC179	chr11	22868468	22882020
LUZP2	chr11	24518516	25104184
ANO3	chr11	26210389	26684836
MUC15	chr11	26580579	26593810
SLC5A12	chr11	26688567	26744974
FIBIN	chr11	27015659	27018634
BBOX1	chr11	27062245	27149357
CCDC34	chr11	27352374	27384795
LGR4	chr11	27387508	27494368
LIN7C	chr11	27515965	27528316
BDNF	chr11	27676440	27743605
KIF18A	chr11	28042165	28129730
METTL15	chr11	28129795	28548588
KCNA4	chr11	30031099	30038577
FSHB	chr11	30252561	30256808
ARL14EP	chr11	30344651	30360005
MPPED2	chr11	30406040	30608474
DCDC1	chr11	30851916	31391357
DNAJC24	chr11	31391387	31454382
IMMP1L	chr11	31453946	31531192
ELP4	chr11	31531302	31811872
PAX6	chr11	31806327	31839509
ENSG00000285283	chr11	31833939	32126211
RCN1	chr11	32112517	32127268
WT1	chr11	32409321	32457110
EIF3M	chr11	32605331	32627810
CCDC73	chr11	32624267	32816208
PRRG4	chr11	32851221	32879666
QSER1	chr11	32914357	33014862
DEPDC7	chr11	33037422	33055128
TCP11L1	chr11	33060963	33127489
CSTF3	chr11	33098734	33183917
HIPK3	chr11	33278218	33378569
KIAA1549L	chr11	33397654	33695648
C11orf91	chr11	33719807	33722372
ENSG00000284969	chr11	33719807	33744013
CD59	chr11	33724556	33758185
FBXO3	chr11	33762485	33796089
LMO2	chr11	33880120	33913623
CAPRIN1	chr11	34073221	34124157
NAT10	chr11	34127155	34169217
ABTB2	chr11	34172534	34379557
CAT	chr11	34460453	34493608
ELF5	chr11	34500338	34546740
EHF	chr11	34638591	34684933
APIP	chr11	34874641	34938067
PDHX	chr11	34937376	35042138
CD44	chr11	35160429	35253949
SLC1A2	chr11	35272752	35441610
PAMR1	chr11	35453370	35551848
FJX1	chr11	35640008	35642413
TRIM44	chr11	35684085	35839557
LDLRAD3	chr11	35965531	36253688
COMMD9	chr11	36290834	36310999
PRR5L	chr11	36317670	36486759
TRAF6	chr11	36505319	36531842
RAG1	chr11	36531922	36614706
RAG2	chr11	36597124	36619829
IFTAP	chr11	36615919	36697245
LRRC4C	chr11	40135024	41481323
API5	chr11	43333505	43366080
TTC17	chr11	43380470	43516483
HSD17B12	chr11	43702059	43879291
ALKBH3	chr11	43902361	43941824
C11orf96	chr11	43964187	43965428
ACCSL	chr11	44069531	44081527
ACCS	chr11	44087466	44105791
EXT2	chr11	44117198	44273512
ALX4	chr11	44281990	44331689
CD82	chr11	44585964	44642474
TSPAN18	chr11	44747872	44953978
TP53I11	chr11	44907454	44972857
PRDM11	chr11	45117357	45256661
SYT13	chr11	45261853	45307892
CHST1	chr11	45669239	45687646
SLC35C1	chr11	45825623	45834567
CRY2	chr11	45868669	45904799
MAPK8IP1	chr11	45907169	45928021
FREY1	chr11	45928064	45928823
PEX16	chr11	45931214	45940363
LARGE2	chr11	45939697	45950927
PHF21A	chr11	45950870	46143024
CREB3L1	chr11	46299188	46342972
DGKZ	chr11	46354455	46402104
MDK	chr11	46402306	46405387
CHRM4	chr11	46405139	46413540
AMBRA1	chr11	46417964	46615675
HARBI1	chr11	46622989	46639459
ATG13	chr11	46638801	46696368
ARHGAP1	chr11	46698625	46722527
ZNF408	chr11	46722566	46727462
F2	chr11	46740716	46761372
CKAP5	chr11	46764598	46867859
LRP4	chr11	46878268	46940193
CSTPP1	chr11	46958240	47185936
ARFGAP2	chr11	47185850	47199025
PACSIN3	chr11	47199071	47209038
DDB2	chr11	47236008	47260791
ACP2	chr11	47259951	47270839
NR1H3	chr11	47269851	47290621
MADD	chr11	47290712	47351589
MYBPC3	chr11	47352957	47374253
SPI1	chr11	47376411	47430920
SLC39A13	chr11	47428683	47438138
PSMC3	chr11	47440316	47448039
RAPSN	chr11	47459313	47470744
CELF1	chr11	47487485	47587121
NDUFS3	chr11	47586888	47606117
PTPMT1	chr11	47586982	47595013
KBTBD4	chr11	47593749	47600528
FAM180B	chr11	47607759	47610747
C1QTNF4	chr11	47611218	47617194
MTCH2	chr11	47638249	47664250
AGBL2	chr11	47681143	47736941
FNBP4	chr11	47738046	47788995
NUP160	chr11	47799639	47870109
PTPRJ	chr11	48001977	48192391
OR4B1	chr11	48238362	48239291
OR4X2	chr11	48266656	48267567
OR4X1	chr11	48285413	48286330
OR4S1	chr11	48327775	48328704
OR4C3	chr11	48346472	48347507
OR4C5	chr11	48387037	48388017
OR4A47	chr11	48510345	48511274
TRIM51G	chr11	48997050	49005437
TRIM49B	chr11	49049053	49060003
TRIM64C	chr11	49075266	49080664
FOLH1	chr11	49166644	49230192
OR4C13	chr11	49973943	49974971
OR4C12	chr11	50003009	50004071
OR4A5	chr11	51411378	51412448
OR4A8	chr11	51435459	51436403
OR4C46	chr11	51515282	51516211
TRIM48	chr11	55029631	55038590
OR4A16	chr11	55110677	55111663
OR4A15	chr11	55135450	55136394
OR4C15	chr11	55321783	55322895
OR4C16	chr11	55339604	55340536
OR4C11	chr11	55369836	55375121
OR4P4	chr11	55402589	55407785
OR4S2	chr11	55415803	55420330
OR4C6	chr11	55429677	55433671
OR5D3P	chr11	55491252	55497097
OR5D13	chr11	55540914	55541858
OR5D14	chr11	55563032	55563976
OR5L1	chr11	55578843	55579952
OR5D18	chr11	55587106	55588047
OR5L2	chr11	55594695	55595630
OR5D16	chr11	55606228	55607214
TRIM51	chr11	55650773	55659286
OR5W2	chr11	55681126	55682058
OR5I1	chr11	55702932	55703876
OR10AG1	chr11	55733231	55737421
OR5F1	chr11	55761157	55762101
OR5AS1	chr11	55795130	55805667
OR8I2	chr11	55860784	55861716
OR8H2	chr11	55871163	55875134
OR8H3	chr11	55889849	55890787
OR8J3	chr11	55902197	55907677
OR8K5	chr11	55926870	55927793
OR5J2	chr11	55944094	55945032
OR8J2	chr11	55976461	55982698
OR5T2	chr11	55998758	56001731
OR5T3	chr11	56019676	56020698
OR5T1	chr11	56041630	56044295
OR8H1	chr11	56055938	56059730
OR8K3	chr11	56082620	56088115
OR8K1	chr11	56113515	56114474
OR8J1	chr11	56127691	56128764
OR8U1	chr11	56143100	56144029
OR5AL1	chr11	56180172	56181156
OR8U3	chr11	56184734	56185708
ENSG00000284732	chr11	56226697	56240828
OR5M9	chr11	56229945	56230877
OR5M3	chr11	56236750	56240828
OR5M8	chr11	56257911	56258846
OR5M11	chr11	56309816	56310733
OR5M10	chr11	56344212	56345263
OR5M1	chr11	56376712	56382350
OR5AP2	chr11	56408965	56409915
OR5AR1	chr11	56431162	56432094
OR9G1	chr11	56466571	56471360
OR9G4	chr11	56508699	56516173
OR5G3	chr11	56587049	56587992
OR5AK3P	chr11	56738525	56739454
OR5AK2	chr11	56756389	56757318
LRRC55	chr11	56949221	56959191
APLNR	chr11	57001051	57004724
TNKS1BP1	chr11	57067104	57093156
SSRP1	chr11	57093456	57103366
P2RX3	chr11	57105826	57139877
PRG3	chr11	57144242	57148623
PRG2	chr11	57154253	57158616
ENSG00000254979	chr11	57154838	57191532
SLC43A3	chr11	57174427	57196508
RTN4RL2	chr11	57228001	57245007
SLC43A1	chr11	57251537	57283253
TIMM10	chr11	57295879	57298504
SMTNL1	chr11	57305068	57317745
UBE2L6	chr11	57319129	57335757
SERPING1	chr11	57364860	57386719
YPEL4	chr11	57412560	57417417
CLP1	chr11	57415661	57429337
ZDHHC5	chr11	57434905	57468662
MED19	chr11	57471182	57479731
TMX2	chr11	57480034	57510459
ENSG00000288534	chr11	57480054	57585903
SELENOH	chr11	57508963	57511026
ENSG00000254732	chr11	57509251	57572243
BTBD18	chr11	57510986	57520620
CTNND1	chr11	57520715	57587018
OR9Q1	chr11	57791353	57949088
OR6Q1	chr11	57798425	57799378
OR9I1	chr11	57884214	57893002
OR9Q2	chr11	57956542	57961525
OR1S2	chr11	57970676	57971614
OR1S1	chr11	57980192	57983556
OR10Q1	chr11	57995354	57996390
OR10W1	chr11	58034264	58035732
OR5B17	chr11	58125597	58126542
OR5B3	chr11	58169937	58174347
OR5B2	chr11	58188711	58195594
OR5B12	chr11	58206467	58209709
OR5B21	chr11	58274280	58275578
LPXN	chr11	58294344	58345693
ZFP91	chr11	58345949	58389023
ZFP91-CNTF	chr11	58346645	58392112
CNTF	chr11	58390138	58393206
GLYAT	chr11	58407899	58499447
GLYATL2	chr11	58601538	58671688
GLYATL1	chr11	58672871	58811000
GLYATL1B	chr11	58853780	58862259
FAM111B	chr11	58874658	58894888
FAM111A	chr11	58910176	58922515
DTX4	chr11	58938903	58976061
MPEG1	chr11	58975983	58980947
OR5AN1	chr11	59126368	59139187
OR5A2	chr11	59184442	59193886
OR5A1	chr11	59203942	59218853
OR4D6	chr11	59224434	59225378
OR4D10	chr11	59240788	59246834
OR4D11	chr11	59271049	59271984
OR4D9	chr11	59278841	59288176
OSBP	chr11	59341871	59383254
PATL1	chr11	59404189	59436614
OR10V1	chr11	59480389	59481318
STX3	chr11	59480929	59573355
MRPL16	chr11	59573613	59578252
CBLIF	chr11	59596746	59612972
TCN1	chr11	59620273	59633962
OOSP3	chr11	59646255	59663956
OOSP1	chr11	59705905	59724953
OOSP4A	chr11	59731506	59737816
OOSP4B	chr11	59745493	59798568
OOSP2	chr11	59807882	59815517
MS4A3	chr11	59824060	59838588
MS4A2	chr11	59855734	59865940
MS4A6A	chr11	59937547	59952139
MS4A4A	chr11	59953130	60085553
MS4A4E	chr11	59967743	60010610
MS4A6E	chr11	60094724	60164069
MS4A7	chr11	60145955	60163424
MS4A14	chr11	60146003	60185229
MS4A5	chr11	60197045	60222687
MS4A1	chr11	60223225	60238225
MS4A12	chr11	60260195	60275008
MS4A13	chr11	60282865	60310194
MS4A8	chr11	60467058	60483284
MS4A18	chr11	60492193	60512501
MS4A15	chr11	60524336	60544206
MS4A10	chr11	60552806	60568778
CCDC86	chr11	60609586	60618554
PTGDR2	chr11	60618406	60623423
ZP1	chr11	60635015	60643166
PRPF19	chr11	60658019	60674075
TMEM109	chr11	60679993	60690915
TMEM132A	chr11	60691932	60704631
SLC15A3	chr11	60704532	60720125
CD6	chr11	60739147	60787849
CD5	chr11	60869961	60895324
VPS37C	chr11	60897729	60934827
PGA3	chr11	60970779	60980570
PGA4	chr11	60989819	60999166
PGA5	chr11	61008647	61018916
VWCE	chr11	61023144	61062806
DDB1	chr11	61066919	61110068
TKFC	chr11	61100682	61120767
CYB561A3	chr11	61116220	61129806
TMEM138	chr11	61129436	61145362
TMEM216	chr11	61159865	61166338
CPSF7	chr11	61170113	61197577
ENSG00000256591	chr11	61196692	61253294
SDHAF2	chr11	61197514	61214311
SAXO4	chr11	61248592	61258403
LRRC10B	chr11	61276221	61278490
SYT7	chr11	61281186	61348639
DAGLA	chr11	61447863	61514475
MYRF	chr11	61520065	61555990
TMEM258	chr11	61535973	61560274
FEN1	chr11	61560197	61564710
FADS2	chr11	61560452	61634826
FADS1	chr11	61567096	61596790
FADS3	chr11	61640991	61659608
RAB3IL1	chr11	61664704	61687741
BEST1	chr11	61717535	61732987
FTH1	chr11	61727190	61735106
INCENP	chr11	61891470	61922946
SCGB1D1	chr11	61957688	61961011
SCGB2A1	chr11	61976145	61981415
SCGB1D2	chr11	62009711	62012284
SCGB2A2	chr11	62037630	62040632
SCGB1D4	chr11	62063753	62066547
ASRGL1	chr11	62104911	62160884
SCGB1A1	chr11	62172575	62190667
AHNAK	chr11	62201014	62323707
EEF1G	chr11	62327067	62341558
ENSG00000255508	chr11	62327075	62359003
TUT1	chr11	62342517	62359109
MTA2	chr11	62360686	62369337
EML3	chr11	62369689	62380445
ROM1	chr11	62379194	62382588
B3GAT3	chr11	62382768	62389626
GANAB	chr11	62392296	62414198
INTS5	chr11	62414320	62420774
ENSG00000255432	chr11	62417166	62432650
C11orf98	chr11	62430289	62432682
LBHD1	chr11	62430289	62439739
CSKMT	chr11	62432781	62435968
UQCC3	chr11	62437745	62441158
UBXN1	chr11	62443970	62446804
LRRN4CL	chr11	62453878	62457081
BSCL2	chr11	62456761	62477317
HNRNPUL2-BSCL2	chr11	62457747	62494856
GNG3	chr11	62473872	62479555
HNRNPUL2	chr11	62480102	62495033
TTC9C	chr11	62495159	62507765
ZBTB3	chr11	62515791	62526307
POLR2G	chr11	62529026	62534187
TAF6L	chr11	62538779	62554814
TMEM223	chr11	62539101	62559485
TMEM179B	chr11	62554859	62557875
NXF1	chr11	62559595	62573774
STX5	chr11	62574332	62599523
TEX54	chr11	62599793	62600313
WDR74	chr11	62599814	62609700
SLC3A2	chr11	62623442	62656382
CHRM1	chr11	62676151	62689349
SLC22A6	chr11	62703857	62752439
SLC22A8	chr11	62756626	62785033
SLC22A24	chr11	62844878	62911693
SLC22A25	chr11	62925909	63011071
SLC22A10	chr11	63035494	63079346
SLC22A9	chr11	63137197	63178353
PLAAT5	chr11	63228876	63258691
LGALS12	chr11	63273524	63287239
PLAAT4	chr11	63296923	63316280
PLAAT2	chr11	63320242	63330851
PLAAT3	chr11	63340644	63384355
ATL3	chr11	63391559	63439393
RTN3	chr11	63448918	63527381
ZFTA	chr11	63527364	63536267
SPINDOC	chr11	63580905	63595190
MARK2	chr11	63606395	63678492
RCOR2	chr11	63678692	63687259
NAA40	chr11	63706141	63724791
COX8A	chr11	63742092	63744015
OTUB1	chr11	63753325	63769283
MACROD1	chr11	63766025	63933954
FLRT1	chr11	63803403	63886645
STIP1	chr11	63952744	63972020
FERMT3	chr11	63973398	63991368
TRPT1	chr11	63991271	63994295
NUDT22	chr11	63993413	63998158
DNAJC4	chr11	63997630	64001758
VEGFB	chr11	64001993	64006736
FKBP2	chr11	64008475	64011604
ENSG00000286264	chr11	64008567	64011604
PPP1R14B	chr11	64011950	64014415
PLCB3	chr11	64018986	64036867
BAD	chr11	64037300	64059418
GPR137	chr11	64037534	64056966
KCNK4	chr11	64058774	64067503
CATSPERZ	chr11	64067830	64072242
ESRRA	chr11	64072552	64084216
TRMT112	chr11	64083932	64085546
PRDX5	chr11	64085513	64089294
CCDC88B	chr11	64107676	64125006
RPS6KA4	chr11	64126614	64139687
SLC22A11	chr11	64323162	64340347
SLC22A12	chr11	64358113	64369825
NRXN2	chr11	64373646	64490669
RASGRP2	chr11	64494377	64512928
PYGM	chr11	64513861	64527446
SF1	chr11	64532078	64546258
MAP4K2	chr11	64552390	64570713
MEN1	chr11	64570982	64578766
CDC42BPG	chr11	64590523	64612151
EHD1	chr11	64619114	64655844
ATG2A	chr11	64662003	64684717
PPP2R5B	chr11	64685025	64701952
GPHA2	chr11	64701943	64703365
MAJIN	chr11	64704989	64739580
BATF2	chr11	64755417	64764490
ARL2	chr11	64781616	64791800
ARL2-SNX15	chr11	64781654	64808042
SNX15	chr11	64794909	64808044
SAC3D1	chr11	64808373	64812300
NAALADL1	chr11	64812290	64826025
CDCA5	chr11	64833772	64851636
ZFPL1	chr11	64851682	64855870
TMEM262	chr11	64852451	64856847
VPS51	chr11	64856796	64879334
TM7SF2	chr11	64879317	64883856
ZNHIT2	chr11	64883875	64885173
FAU	chr11	64888098	64889693
SYVN1	chr11	64889252	64903218
MRPL49	chr11	64889655	64894843
SPDYC	chr11	64937704	64940845
CAPN1	chr11	64948037	64979477
POLA2	chr11	65029384	65073430
ENSG00000285816	chr11	65029399	65094014
CDC42EP2	chr11	65082305	65090133
DPF2	chr11	65101292	65121733
TIGD3	chr11	65122222	65125084
SLC25A45	chr11	65142663	65152021
FRMD8	chr11	65154063	65180996
SCYL1	chr11	65292543	65306182
LTBP3	chr11	65306030	65326401
ZNRD2	chr11	65337930	65341413
FAM89B	chr11	65339820	65341669
EHBP1L1	chr11	65343414	65360322
AP001362.1	chr11	65358665	65359947
KCNK7	chr11	65360307	65363467
MAP3K11	chr11	65365226	65382853
PCNX3	chr11	65383225	65404912
SIPA1	chr11	65405562	65418401
RELA	chr11	65421070	65430561
KAT5	chr11	65479467	65487075
RNASEH2C	chr11	65481476	65488289
AP5B1	chr11	65541369	65548447
OVOL1	chr11	65554185	65564690
CFL1	chr11	65590493	65629497
SNX32	chr11	65601305	65624367
MUS81	chr11	65624597	65635124
EFEMP2	chr11	65633912	65645968
CTSW	chr11	65647280	65651212
FIBP	chr11	65651211	65656002
CCDC85B	chr11	65658144	65659106
FOSL1	chr11	65659520	65668044
C11orf68	chr11	65684281	65686533
DRAP1	chr11	65686745	65689034
TSGA10IP	chr11	65712951	65727437
